SentenceNo,SequenceNo,Speaker,Text,PolarityScore
245,119,TAPPER,"Thank you. Thank you, Ms. Fiorina.",0.0
246,119,TAPPER,"While you're - while you brought up the subject of General Suleimani of the Quds forces from Iran, the next president, no matter who he or she may be, will inherit President Obama's Iran deal.",-0.03888888888888888
247,119,TAPPER,"Senator Cruz, Governor Kasich says that anyone who is promising to rip up the Iran deal on day one, as you have promised to do, is, quote, ""inexperienced,"" and, quote, ""playing to a crowd."" Respond to Governor Kasich, please.",0.05
248,120,CRUZ,"Well, let me tell you, Jake, the single biggest national security threat facing America right now is the threat of a nuclear Iran. We've seen six and a half years of President Obama leading from behind. Weakness is provocative, and this Iranian nuclear deal is nothing short of catastrophic.",0.10714285714285714
249,120,CRUZ,"This deal, on its face, will send over $100 billion to the Ayatollah Khamenei, making the Obama administration the world's leading financier of radical Islamic terrorism.",0.0
250,120,CRUZ,"This deal abandons four American hostages in Iran, and this deal will only accelerate Iran's acquiring nuclear weapons. You'd better believe it. If I am elected president, on the very first day in office, I will rip to shreds this catastrophic Iranian nuclear deal.",0.325
251,120,CRUZ,(APPLAUSE),0.0
252,121,TAPPER,"Why is that not, as Governor Kasich says, playing to the crowd and an example of you being inexperienced?",-0.1
253,122,CRUZ,"Well, let's be clear when it comes to experience. What President Obama wants to do is he's run to the United Nations, and he wants to use the United Nations to bind the United States, and take away our sovereignty. Well, I spent five and a half years as a Solicitor General of Texas, the lead lawyer for the state, in front of the U.S. Supreme Court, and I went in front of the Supreme Court, and took on the world court of the United Nations in a case called Medellin v. Texas, and we won a historic victory saying the World Court, and the U.N., has no power to bind the United States, and no President of the United States, Republican or Democrat, has the authority to give away our sovereignty.",-0.05416666666666666
254,122,CRUZ,"And, so, if there's anyone up here who would be bound by this catastrophic deal with Iran, they're giving up the core responsibility of commander in chief, and as president, I would never do that.",0.0
255,123,TAPPER,Governor Kasich...,0.0
256,124,KASICH,"...Yeah, well...",0.0
257,125,TAPPER,...Did Senator Cruz just play to the crowd?,0.0
258,126,KASICH,"Well, let me just say this. First of all, I think it's a bad agreement, I would never have done it. But, you know, a lot of our problems in the world today is that we don't have the relationship with our allies. If we want to go everywhere alone, we will not have the strength as (ph) if we could rebuild with our allies.",0.0
259,126,KASICH,"Now, this agreement, we don't know what's going to happen in 18 months. I served on the Defense Committee for 18 years. I've seen lots of issues in foreign affairs, and foreign - in terms of global politics, you have to be steady.",-0.020833333333333336
260,126,KASICH,"Now, here's the - if they cheat, we slap the sanctions back on. If they help Hamas, and Hezbollah, we slap the sanctions back on. And, if we find out that they may be developing a nuclear weapon, than the military option is on the table. We are stronger when we work with the Western civilization, our friends in Europe, and just doing it on our own I don't think is the right policy.",0.29523809523809524
261,127,TAPPER,"...Thank you, Governor. I want to go to Senator Paul.",0.0
262,128,TRUMP,"...Slow (ph) and steady, (inaudible) chicken...",-0.21666666666666667
263,129,TAPPER,"I want to go to Senator Paul. Senator Paul, the White House is rolling out the red carpet next week for the President of China, President Xi. Governor Walker says that President Obama should cancel the state dinner because of China's currency manipulation, and because of China's alleged cyber attacks against the United States.",-0.1
264,129,TAPPER,Is Governor Walker right?,0.2857142857142857
265,130,PAUL,"I think this goes back to essentially what we've been saying for the last two or three questions. Carly Fiorina also said we're not going to talk with Putin. Well, think if Reagan had said that during the Cold War? We continued to talk with the Russians throughout the Cold War which is much more significant that where we are now.",0.09166666666666667
266,130,PAUL,"Should we continue to talk with Iran? Yes. Should we cut up the agreement immediately? That's absurd. Wouldn't you want to know if they complied? Now, I'm going to vote against the agreement because I don't think there's significant leverage, but it doesn't mean that I would immediately not look at the agreement, and cut it up without looking to see if whether or not Iran has complied.",0.03125
267,130,PAUL,"The same goes with China. I don't think we need to be rash, I don't think we need to be reckless, and I think need to leave lines of communication open. Often we talk about whether we should be engaged in the world, or disengaged in the world, and I think this is an example of some who want to isolate us, actually, and not be engaged.",0.0
268,130,PAUL,"We do need to be engaged with Russia. It doesn't mean we give them a free pass, or China a free pass, but, to be engaged, to continue to talk. We did throughout the Cold War, and it would be a big mistake not to do it here.",0.1625
269,131,TAPPER,"Governor Walker, Senator Paul seemed to suggest...",0.0
270,131,TAPPER,(APPLAUSE),0.0
271,132,TAPPER,"...that canceling the state dinner would be rash, and reckless.",0.0
272,133,WALKER,"Two parts to that, one on China, one back for a second on Iran.",0.0
273,133,WALKER,"When it comes to China, why would we be giving an official state visit to a country that's been involved in a massive cyber attack against the United States? That's not just a visit, that's a 21 gun salute on the South Lawn of the White House. It just doesn't make any sense. If we're ever going to send a message to them, wouldn't this be the time, when they've issued this, sort of, massive attack against us?",0.0
274,133,WALKER,"And, Jake, for the question, I was one of the first ones to call for terminating the bad deal with Iran on day one. The President came after me and said I need to bone up. You know, the President who called ISIS the JV squad said I needed to bone up.",-0.22499999999999992
275,133,WALKER,"The reality is it's a bad deal on day one, and it's a bad deal because this president has allowed Iran to go closer, and closer.",-0.6999999999999998
276,133,WALKER,"I'd love to play cards with this guy because Barack Obama folds on everything with Iran. We need a leader who's going to stand up, and actually (INAUDIBLE)...",0.5
277,134,FIORINA,...Jake...,0.0
278,135,TAPPER,...Governor Bush...,0.0
279,136,CRUZ,...Jake...,0.0
280,137,TAPPER,"Governor Bush, your father was the chief diplomatic envoy to China back when Nixon opened relations to China. Is Scott Walker's approach the right one, canceling the state dinner?",0.0
281,138,BUSH,"No, I don't think so, but we need to be strong against China. We should use offensive tactics as it relates to cyber security, send a deterrent signal to China. There should be super sanctions in what President Obama has proposed. There's many other tools that we have without canceling a dinner. That's not going to change anything, but we can be much stronger as it relates to that.",0.0
282,138,BUSH,"As it relates to Iran, it's not a strategy to tear up an agreement. A strategy would be how do we confront Iran? And, the first thing that we need to do is to establish our commitment to Israel which has been altered by this administration. And, make sure that they have the most sophisticated weapons to send a signal to Iran that we have Israel's back.",0.25
283,138,BUSH,"If we do that, it's going to create a healthier deterrent effect than anything else I can think of.",0.0
284,139,TAPPER,I want to turn...,0.0
285,140,FIORINA,"...Jake, (INAUDIBLE)...",0.0
286,140,FIORINA,(APPLAUSE),0.0
287,141,TAPPER,"...I want to turn to Governor Huckabee who has been very patient. Somebody had to be 11th, and he is, but, I do want to change the subject to the event that you had...",-0.16666666666666666
288,142,HUCKABEE,"I would certainly love to get in on this, because I think the single...",0.2142857142857143
289,142,HUCKABEE,(CROSSTALK),0.0
290,143,TAPPER,"... however you want, but I want to ask this question.",0.0
291,144,HUCKABEE,"I've been patiently waiting, and I'm going to just say this about Iran.",0.0
292,145,TAPPER,"All right, sir, go ahead.",0.2857142857142857
293,146,HUCKABEE,"Because I think it is incredibly important. This is really about the survival of Western civilization. This is not just a little conflict with a Middle Eastern country that we've just now given over $100 billion to, the equivalent in U.S. terms is $5 trillion.",-0.09375
