SentenceNo,SequenceNo,Speaker,Text,PolarityScore,Type
208,83,CRUZ,"-- I have authored Kate's law in the United States Senate and filed that legislation. I tried to get the Senate to vote to pass Kate's law on the floor of the Senate just one week ago, and the leader of our own party blocked a vote on Kate's law.",0.6,rep1
209,83,CRUZ,"You know, there was reference made to our leaders being stupid. It's not a question of stupidity. It's that they don't want to enforce the immigration laws. That there are far too many in the Washington cartel that support amnesty.",0.3,rep1
210,84,CRUZ,"President Obama has talked about fundamentally transforming this country. There's 7 billion people across the face of the globe, many of whom want to come to this country. If they come legally, great. But if they come illegally and they get amnesty, that is how we fundamentally change this country, and it really is striking.",0.0,rep1
211,84,CRUZ,"A majority of the candidates on this stage have supported amnesty. I have never supported amnesty, and I led the fight against Chuck Schumer's gang of eight amnesty legislation in the Senate.",0.0,rep1
212,85,KELLY,"Alright, gentlemen, we're gonna switch topics now and talk a bit about terror and national security.",0.0,rep1
213,85,KELLY,"Governor Christie. You've said that Senator Paul's opposition to the NSA's collection of phone records has made the United States weaker and more vulnerable, even going so far as to say that he should be called before Congress to answer for it if we should be hit by another terrorist attack.",0.03333333333333333,rep1
214,85,KELLY,Do you really believe you can assign blame to Senator Paul just for opposing he bulk collection of people's phone records in the event of a terrorist attack?,0.2,rep1
215,86,CHRISTIE,"Yes, I do. And I'll tell you why: because I'm the only person on this stage who's actually filed applications under the Patriot Act, who has gone before the federal -- the Foreign Intelligence Service court, who has prosecuted and investigated and jailed terrorists in this country after September 11th.",-0.04166666666666666,rep1
216,86,CHRISTIE,"I was appointed U.S. attorney by President Bush on September 10th, 2001, and the world changed enormously the next day, and that happened in my state.",0.0,rep1
217,86,CHRISTIE,"This is not theoretical to me. I went to the funerals. We lost friends of ours in the Trade Center that day. My own wife was two blocks from the Trade Center that day, at her office, having gone through it that morning.",0.25,rep1
218,86,CHRISTIE,"When you actually have to be responsible for doing this, you can do it, and we did it, for seven years in my office, respecting civil liberties and protecting the homeland.",0.1,rep1
219,86,CHRISTIE,"And I will make no apologies, ever, for protecting the lives and the safety of the American people. We have to give more tools to our folks to be able to do that, not fewer, and then trust those people and oversee them to do it the right way. As president, that is exactly what I'll do.",0.42857142857142855,rep1
220,87,PAUL,"Megyn, may I respond?",0.0,rep1
221,87,PAUL,(APPLAUSE),0.0,rep1
222,88,PAUL,May I respond?,0.0,rep1
223,89,KELLY,"Go ahead, sir.",0.0,rep1
224,90,PAUL,"I want to collect more records from terrorists, but less records from innocent Americans. The Fourth Amendment was what we fought the Revolution over! John Adams said it was the spark that led to our war for independence, and I'm proud of standing for the Bill of Rights, and I will continue to stand for the Bill of Rights.",0.8,rep1
225,90,PAUL,(APPLAUSE),0.0,rep1
226,91,CHRISTIE,"And -- and, Megyn? Megyn, that's a -- that, you know, that's a completely ridiculous answer. ""I want to collect more records from terrorists, but less records from other people."" How are you supposed to know, Megyn?",0.06944444444444446,rep1
227,92,PAUL,Use the Fourth Amendment!,0.0,rep1
228,93,CHRISTIE,What are you supposed to...,0.0,rep1
229,94,PAUL,Use the Fourth Amendment!,0.0,rep1
230,95,CHRISTIE,"...how are you supposed to -- no, I'll tell you how you, look...",0.0,rep1
231,96,PAUL,Get a warrant!,0.0,rep1
232,97,CHRISTIE,"Let me tell you something, you go...",0.0,rep1
233,98,PAUL,Get a judge to sign the warrant!,0.0,rep1
234,99,CHRISTIE,"When you -- you know, senator...",0.0,rep1
235,99,CHRISTIE,(CROSSTALK),0.0,rep1
236,100,KELLY,"Governor Christie, make your point.",0.0,rep1
237,101,CHRISTIE,"Listen, senator, you know, when you're sitting in a subcommittee, just blowing hot air about this, you can say things like that.",0.25,rep1
238,101,CHRISTIE,(APPLAUSE),0.0,rep1
239,101,CHRISTIE,"When you're responsible for protecting the lives of the American people, then what you need to do is to make sure...",0.2333333333333333,rep1
240,102,PAUL,"See, here's the problem. CHRISTIE: ...is to make sure that you use the system (ph) the way it's supposed to work.",0.5,rep1
241,103,PAUL,"Here's the problem, governor. Here's the problem, governor. You fundamentally misunderstand the Bill of Rights.",0.0,rep1
242,103,PAUL,"Every time you did a case, you got a warrant from a judge. I'm talking about searches without warrants...",0.0,rep1
243,104,CHRISTIE,There is no...,0.0,rep1
244,105,PAUL,"...indiscriminately, of all Americans' records, and that's what I fought to end.",0.0,rep1
245,105,PAUL,"I don't trust President Obama with our records. I know you gave him a big hug, and if you want to give him a big hug again, go right ahead.",0.09523809523809523,rep1
246,105,PAUL,(APPLAUSE),0.0,rep1
247,106,KELLY,"Go ahead, governor.",0.0,rep1
248,107,CHRISTIE,"And you know -- you know, Senator Paul? Senator Paul, you know, the hugs that I remember are the hugs that I gave to the families who lost their people on September 11th.",0.0,rep1
249,107,CHRISTIE,"Those are the hugs I remember, and those had nothing to do -- and those had nothing to do with politics, unlike what you're doing by cutting speeches on the floor of the Senate, then putting them on the Internet within half an hour to raise money for your campaign...",-0.3833333333333333,rep1
250,108,KELLY,Alright.,0.0,rep1
251,109,CHRISTIE,...and while still putting our country at risk.,0.0,rep1
252,109,CHRISTIE,(CROSSTALK),0.0,rep1
253,110,KELLY,"Alright, we've gotta cut it off there.",0.0,rep1
254,110,KELLY,"We have plenty more we want to get to. That was an interesting exchange, thank you for that.",0.5,rep1
255,111,CHRISTIE,"You know what, Megyn, can I...",0.0,rep1
256,112,KELLY,"Well, I want to move on, because I have -- we're gonna get to you, governor, but I -- I really wanna get to a Facebook questioner. His name is Alex Chalgren, and he has the following question:",0.2,rep1
257,112,KELLY,(BEGIN VIDEO CLIP),0.0,rep1
258,113,QUESTION,"My question is, how would the candidates stop the treacherous actions of ISIS -- ISIL and its growing influence in the U.S., if they were to become president?",0.0,rep1
259,113,QUESTION,(END VIDEO CLIP),0.0,rep1
260,114,KELLY,"Senator Cruz, I wanna talk to you about this, because many of the Facebook users and -- and -- the -- the folks on Facebook wanted the candidates to speak to ISIS tonight.",0.5,rep1
261,114,KELLY,"You asked the chairman of the joint chiefs a question ""What would it take to destroy ISIS in 90 days?"" He told you ""IISIS will only be truly destroyed once they are rejected by the populations in which they hide."" And then you accused him of pushing Medicaid for the Iraqis.",0.0,rep1
262,114,KELLY,How would you destroy ISIS in 90 days?,-0.2,rep1
263,115,CRUZ,"Megyn, we need a commander in chief that speaks the truth. We will not defeat radical Islamic terrorism so long as we have a president unwilling to utter the words, ""radical Islamic terrorism"".",-0.025,rep1
264,115,CRUZ,(APPLAUSE),0.0,rep1
265,115,CRUZ,"When I asked General Dempsey, the chairman of the joint chiefs, what would be required militarily to destroy ISIS, he said there is no military solution. We need to change the conditions on the ground so that young men are not in poverty and susceptible to radicalization. That, with all due respect, is nonsense.",-0.03333333333333333,rep1
266,115,CRUZ,"It's the same answer the State Department gave that we need to give them jobs. What we need is a commander in chief that makes -- clear, if you join ISIS, if you wage jihad on America, then you are signing your death warrant.",0.10000000000000002,rep1
267,116,KELLY,You don't see it as...,0.0,rep1
268,116,KELLY,(APPLAUSE),0.0,rep1
269,117,KELLY,...an ideological problem -- an ideological problem in addition to a military one?,-0.1,rep1
270,117,KELLY,(APPLAUSE),0.0,rep1
271,118,CRUZ,"Megyn, of course it's an ideological problem, that's one of the reasons I introduce the Expatriate Terrorist Act in the Senate that said if any American travels to the Middle East and joining ISIS, that he or she forfeits their citizenship so they don't use a passport to come back and wage jihad on Americans.",0.0,rep1
272,118,CRUZ,(APPLAUSE),0.0,rep1
273,119,CRUZ,"Yes, it is ideological, and let me contrast President Obama, who at the prayer breakfast, essentially acted as an apologist. He said, ""Well, gosh, the crusades, the inquisitions--""",0.0,rep1
274,119,CRUZ,"We need a president that shows the courage that Egypt's President al-Sisi, a Muslim, when he called out the radical Islamic terrorists who are threatening the world.",0.0,rep1
275,119,CRUZ,(APPLAUSE),0.0,rep1
276,120,KELLY,"Governor Bush, for days on end in this campaign, you struggled to answer a question about whether knowing what we know now...",0.0,rep1
277,121,BUSH,...I remember...,0.0,rep1
